Term,Occurrence (ead_ID),Field,Collection,Context,Context (extended)
Hygiene,umich-bhl-2014031,subjects,"Finding aid for Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","African-American churches -- Michigan -- Detroit.; Immigrants -- Health and hygiene -- Florida.; Immigrants -- Health and hygiene -- Michigan.; Immigrants -- Health and hygiene -- Ohio.; Immigrants -- Health and hygiene -- Texas.; Immigrants -- Health and hygiene -- United States.; Immigrants -- Michigan.; Indians of North America -- Great Lakes (North America); Indians of North America -- Michigan.; Indians of North America -- Periodicals.; Iraqis -- Michigan -- Detroit.; Islam -- Michigan.; Islamic education -- Michigan.; Islamophobia -- Michigan.; Islamophobia -- United States.; Italian Americans -- Michigan -- Lansing.; Lebanese Americans -- Michigan.; Lebanese Americans -- Michigan -- Detroit.; Lebanese Americans -- Social life and customs -- Michigan -- Detroit.; Minorities -- Civil rights -- Michigan.; Minorities -- Civil rights -- United States.; Minorities -- Michigan.; Monasteries -- Michigan -- Harper Woods.; Mosques -- Michigan.; Mosques as community centers -- Michigan.; Muslims -- Civil rights -- Michigan.; Muslims -- Civil rights -- United States.; Muslims -- India.; Muslims -- Michigan.; Muslims -- Michigan -- Periodicals.; Muslims -- Religious life -- Michigan.; Ojibwa Indians -- Michigan.; Ojibwa Indians -- Michigan -- Fishing -- Law and legislation.; Ojibwa Indians -- Michigan -- Legal status, laws, etc.; Ojibwa Indians -- Michigan -- Treaties.; Orientalism -- United States.; Orthodox Eastern monasteries -- Michigan -- Harper Woods.; Ottawa Indians -- Michigan -- Fishing -- Law and legislation.; Ottawa Indians -- Michigan -- Legal status, laws, etc.; Ottawa Indians -- Michigan -- Treaties.; Pacific Islander Americans -- Michigan.; Palestinian Americans -- Michigan.; Polish Americans -- Michigan -- Detroit.; Politics and public policy.; Popular music -- United States.; Potawatomi Indians -- Great Lakes Region (North America); Potawatomi Indians -- Middle West.; Race relations -- Economic aspects -- Michigan -- Detroit.; Racism -- United States.; Religion.; Russian Americans -- Michigan.; Russian Americans -- Michigan -- Directories.; Russkaia pravoslavnaia tserkov' zagranitsei­.; Sermons, American.",Detroit.; Immigrants -- Health and Hygiene -- Florida.; Immigrants -- Health
Igorot,umich-bhl-2011132,scopecontent,"Finding aid for Richard Schneidewind papers, 1899-1914","Also photographs and stereographs depicting Schneidewind's ""Igorot villages"": group photographs and individual portraits, scenes, dances, etc.; newspaper clippings documenting the tours, programs, advertising materials, and business contracts signed by Schneidewind and the Igorots.;  Paper records include admission tickets and passes to Igorot Village exhibits at state fairs and expositions; advertising flyers and brochures for the Igorot Village exhibits; Schneidewind's contracts with Igorots Felingao and Ugaog [Ugaag?] (1905); newspaper clippings and articles reporting about Igorot Village exhibits in various locations; photographs and stereographs, with mostly staged images, of Igorot Village exhibits, as well as miscellaneous photographs, including Schneidewind's portraits; among miscellaneous items are Schneidewind's business card and 2 letters (one in French).;  The Photo album contains mostly photographs of Hospital Corps officers, personnel, nurses and patients, as well as military ships, hospitals, historic buildings and street scenes in Manila, Makati, Caloocan, Corregidor Island, Honolulu, and other locations.",admission tickets and passes to Igorot Village exhibits at state fairs
Igorot,umich-bhl-2011132,scopecontent,"Finding aid for Richard Schneidewind papers, 1899-1914","Also photographs and stereographs depicting Schneidewind's ""Igorot villages"": group photographs and individual portraits, scenes, dances, etc.; newspaper clippings documenting the tours, programs, advertising materials, and business contracts signed by Schneidewind and the Igorots.;  Paper records include admission tickets and passes to Igorot Village exhibits at state fairs and expositions; advertising flyers and brochures for the Igorot Village exhibits; Schneidewind's contracts with Igorots Felingao and Ugaog [Ugaag?] (1905); newspaper clippings and articles reporting about Igorot Village exhibits in various locations; photographs and stereographs, with mostly staged images, of Igorot Village exhibits, as well as miscellaneous photographs, including Schneidewind's portraits; among miscellaneous items are Schneidewind's business card and 2 letters (one in French).;  The Photo album contains mostly photographs of Hospital Corps officers, personnel, nurses and patients, as well as military ships, hospitals, historic buildings and street scenes in Manila, Makati, Caloocan, Corregidor Island, Honolulu, and other locations.","with mostly staged images, of Igorot Village exhibits, as well as"
Igorot,umich-bhl-2011132,scopecontent,"Finding aid for Richard Schneidewind papers, 1899-1914","Also photographs and stereographs depicting Schneidewind's ""Igorot villages"": group photographs and individual portraits, scenes, dances, etc.; newspaper clippings documenting the tours, programs, advertising materials, and business contracts signed by Schneidewind and the Igorots.;  Paper records include admission tickets and passes to Igorot Village exhibits at state fairs and expositions; advertising flyers and brochures for the Igorot Village exhibits; Schneidewind's contracts with Igorots Felingao and Ugaog [Ugaag?] (1905); newspaper clippings and articles reporting about Igorot Village exhibits in various locations; photographs and stereographs, with mostly staged images, of Igorot Village exhibits, as well as miscellaneous photographs, including Schneidewind's portraits; among miscellaneous items are Schneidewind's business card and 2 letters (one in French).;  The Photo album contains mostly photographs of Hospital Corps officers, personnel, nurses and patients, as well as military ships, hospitals, historic buildings and street scenes in Manila, Makati, Caloocan, Corregidor Island, Honolulu, and other locations.","and stereographs depicting Schneidewind's "" Igorot villages"": group photographs and individual"
Igorot,umich-bhl-2011132,subjects,"Finding aid for Richard Schneidewind papers, 1899-1914","Agricultural exhibitions.; Amusement parks.; Boats.; Caricatures and cartoons.; Circuses & shows.; Convalescent hospitals -- Philippines.; Ethnic stereotypes.; Ethnographic photographs.; Executions -- Philippines.; Exhibitions.; Fairs.; Human curiosities.; Igorot (Philippine people); Leprosy -- Philippines.; Midways.; Military hospitals, American -- Philippines.; Military hospitals -- Philippines.; Ships.; Sideshows.; Soldiers.",Philippines.; Exhibitions.; Fairs.; Human curiosities.; Igorot (Philippine people); Leprosy -- Philippines.;
Igorot,umich-bhl-2011132,abstract,"Finding aid for Richard Schneidewind papers, 1899-1914","Richard Schneidewind's collection of photographs, stereographs, newspaper articles and advertising materials about the Igorot peoples of the Philippines, and ""Igorot Villages"" traveling exhibits in the U.S., Canada and Europe that his company, the Filipino Exhibition Company, organized and managed between 1905 and 1913; also photographs of locations in the Philippines and Hawaii taken ca.","of the Philippines, and "" Igorot Villages"" traveling exhibits in the"
Igorot,umich-bhl-2011132,abstract,"Finding aid for Richard Schneidewind papers, 1899-1914","Richard Schneidewind's collection of photographs, stereographs, newspaper articles and advertising materials about the Igorot peoples of the Philippines, and ""Igorot Villages"" traveling exhibits in the U.S., Canada and Europe that his company, the Filipino Exhibition Company, organized and managed between 1905 and 1913; also photographs of locations in the Philippines and Hawaii taken ca.","and advertising materials about the Igorot peoples of the Philippines, and"
Igorot,umich-bhl-2011132,scopecontent,"Finding aid for Richard Schneidewind papers, 1899-1914","Also photographs and stereographs depicting Schneidewind's ""Igorot villages"": group photographs and individual portraits, scenes, dances, etc.; newspaper clippings documenting the tours, programs, advertising materials, and business contracts signed by Schneidewind and the Igorots.;  Paper records include admission tickets and passes to Igorot Village exhibits at state fairs and expositions; advertising flyers and brochures for the Igorot Village exhibits; Schneidewind's contracts with Igorots Felingao and Ugaog [Ugaag?] (1905); newspaper clippings and articles reporting about Igorot Village exhibits in various locations; photographs and stereographs, with mostly staged images, of Igorot Village exhibits, as well as miscellaneous photographs, including Schneidewind's portraits; among miscellaneous items are Schneidewind's business card and 2 letters (one in French).;  The Photo album contains mostly photographs of Hospital Corps officers, personnel, nurses and patients, as well as military ships, hospitals, historic buildings and street scenes in Manila, Makati, Caloocan, Corregidor Island, Honolulu, and other locations.",flyers and brochures for the Igorot Village exhibits; Schneidewind's contracts with
Igorot,umich-bhl-85419,scopecontent,"Finding aid for Owen A. Tomlinson papers, 1899-1920","Within the Photograph series will be found six albums containing photos of Philippine Constabulary and U.S. Army personnel, and other colonial officials, Philippine people of the Mountain and Nueva Vizcaya provinces including Bontoc, Igorot, and Ifugao people, headhunter ceremony, travel in China, and a visit of Dean C.","Nueva Vizcaya provinces including Bontoc, Igorot , and Ifugao people, headhunter"
Igorot,umich-bhl-2011132,bioghist,"Finding aid for Richard Schneidewind papers, 1899-1914","Gabina died in 1901 giving birth to their son Richard, who later became Professor of Metallurgical Engineering at the University of Michigan.;  After Gabina's death Schneidewind returned to the U.S. In 1904 he worked at the St. Louis World's Fair where, among similar exhibits, he saw the ""Igorot Village"" exhibit that included 123 Igorots brought by the Dr. Truman K.","exhibits, he saw the "" Igorot Village"" exhibit that included 123"
Igorot,umich-bhl-2011132,scopecontent,"Finding aid for Richard Schneidewind papers, 1899-1914","Also photographs and stereographs depicting Schneidewind's ""Igorot villages"": group photographs and individual portraits, scenes, dances, etc.; newspaper clippings documenting the tours, programs, advertising materials, and business contracts signed by Schneidewind and the Igorots.;  Paper records include admission tickets and passes to Igorot Village exhibits at state fairs and expositions; advertising flyers and brochures for the Igorot Village exhibits; Schneidewind's contracts with Igorots Felingao and Ugaog [Ugaag?] (1905); newspaper clippings and articles reporting about Igorot Village exhibits in various locations; photographs and stereographs, with mostly staged images, of Igorot Village exhibits, as well as miscellaneous photographs, including Schneidewind's portraits; among miscellaneous items are Schneidewind's business card and 2 letters (one in French).;  The Photo album contains mostly photographs of Hospital Corps officers, personnel, nurses and patients, as well as military ships, hospitals, historic buildings and street scenes in Manila, Makati, Caloocan, Corregidor Island, Honolulu, and other locations.",clippings and articles reporting about Igorot Village exhibits in various locations;
Igorots,umich-bhl-2011132,scopecontent,"Finding aid for Richard Schneidewind papers, 1899-1914","Also photographs and stereographs depicting Schneidewind's ""Igorot villages"": group photographs and individual portraits, scenes, dances, etc.; newspaper clippings documenting the tours, programs, advertising materials, and business contracts signed by Schneidewind and the Igorots.;  Paper records include admission tickets and passes to Igorot Village exhibits at state fairs and expositions; advertising flyers and brochures for the Igorot Village exhibits; Schneidewind's contracts with Igorots Felingao and Ugaog [Ugaag?] (1905); newspaper clippings and articles reporting about Igorot Village exhibits in various locations; photographs and stereographs, with mostly staged images, of Igorot Village exhibits, as well as miscellaneous photographs, including Schneidewind's portraits; among miscellaneous items are Schneidewind's business card and 2 letters (one in French).;  The Photo album contains mostly photographs of Hospital Corps officers, personnel, nurses and patients, as well as military ships, hospitals, historic buildings and street scenes in Manila, Makati, Caloocan, Corregidor Island, Honolulu, and other locations.",signed by Schneidewind and the Igorots .; Paper records include admission
Igorots,umich-bhl-2011132,bioghist,"Finding aid for Richard Schneidewind papers, 1899-1914","Gabina died in 1901 giving birth to their son Richard, who later became Professor of Metallurgical Engineering at the University of Michigan.;  After Gabina's death Schneidewind returned to the U.S. In 1904 he worked at the St. Louis World's Fair where, among similar exhibits, he saw the ""Igorot Village"" exhibit that included 123 Igorots brought by the Dr. Truman K.","Village"" exhibit that included 123 Igorots brought by the Dr. Truman"
Igorots,umich-bhl-2011132,scopecontent,"Finding aid for Richard Schneidewind papers, 1899-1914","Also photographs and stereographs depicting Schneidewind's ""Igorot villages"": group photographs and individual portraits, scenes, dances, etc.; newspaper clippings documenting the tours, programs, advertising materials, and business contracts signed by Schneidewind and the Igorots.;  Paper records include admission tickets and passes to Igorot Village exhibits at state fairs and expositions; advertising flyers and brochures for the Igorot Village exhibits; Schneidewind's contracts with Igorots Felingao and Ugaog [Ugaag?] (1905); newspaper clippings and articles reporting about Igorot Village exhibits in various locations; photographs and stereographs, with mostly staged images, of Igorot Village exhibits, as well as miscellaneous photographs, including Schneidewind's portraits; among miscellaneous items are Schneidewind's business card and 2 letters (one in French).;  The Photo album contains mostly photographs of Hospital Corps officers, personnel, nurses and patients, as well as military ships, hospitals, historic buildings and street scenes in Manila, Makati, Caloocan, Corregidor Island, Honolulu, and other locations.",Village exhibits; Schneidewind's contracts with Igorots Felingao and Ugaog [Ugaag?] (1905);
Indigenous,umich-bhl-9436,scopecontent,"Finding Aid for Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","But in the Philippines, because he was a provincial governor and head of the indigenous military force, Bandholtz was at the center of affairs in this period of Philippine history.","governor and head of the Indigenous military force, Bandholtz was at"
Indigenous,umich-bhl-93291,scopecontent,"Finding aid for Fred E. Benz motion picture collection, 1929-1950",Footage exists of London on the eve of war and Shanghai one year before being destroyed by the Japanese invasion.;  Perhaps the greater value lies in the depiction of the indigenous lifestyles captured on film.,in the depiction of the Indigenous lifestyles captured on film.
Indigenous,umich-bhl-93291,subjects,"Finding aid for Fred E. Benz motion picture collection, 1929-1950","Animals.; Bullfighting.; Cemeteries.; Children.; Church architecture.; Country life.; Indigenous peoples.; Lifesaving.; Markets.; Peasants.; Pygmies.; Rites and ceremonies.; Transportation.; Travel.; Waterfalls.; Women.; World War, 1939-1945.; World War, 1939-1945 -- Soviet Union.",Children.; Church architecture.; Country life.; Indigenous peoples.; Lifesaving.; Markets.; Peasants.; Pygmies.;
Insurgency,umich-bhl-85517,scopecontent,"Finding aid for Stanley M. Swinton papers, 1935-1985","The Stanley Swinton papers include correspondence; dispatch files; notebooks relating to the death of Mussolini, the Malayan insurgency in the late 1940s, and the Indonesian revolutions; notes of interviews with Seni Premot of Thailand, Norodom Sihanouk of Cambodia, Ho Chi-Minh of Vietnam, Konrad Adenauer of West Germany, Joao Goulart of Brazil, Ferdinand Marcos of the Philippines, and Kim Jong Pil of South Korea.","death of Mussolini, the Malayan Insurgency in the late 1940s, and"
Insurgency,umich-bhl-86354,bioghist,Finding Aid for Dean C. Worcester Papers,"A few months later, and as the McKinley government moved to extend American military control over the Philippine archipelago, a letter from his expedition colleague Frank Bourns warning of the danger of a Philippine insurgency led him to seek a meeting with President McKinley at which time he presented Bourns' views and augmented them with his own.",the danger of a Philippine Insurgency led him to seek a
Insurgency,umich-bhl-2012143,abstract,"Finding aid for Netzorg Family Papers, late 1880s-2012","The collection chronicles the history of the Philippine Islands in the 20th century, specifically during the Second World War; life of German Jewry on the eve of World War II; Zionist Insurgency in the British Mandate Palestine; developments in the scholarly field of South East Asian Studies and international publishing and book trade industries related to the region.",of World War II; Zionist Insurgency in the British Mandate Palestine;
Insurgent,umich-bhl-9436,bioghist,"Finding Aid for Harry H. Bandholtz Papers, 1890-1937 (Microfilm Edition)","Bandholtz' first responsibility was to help establish peace in the Islands which was then being disturbed by various local insurgent armies, notably in Central Luzon and on the Island of Marinduque and in Tayabas Province.;  Bandholtz quickly earned the respect of the Philippine people.","being disturbed by various local Insurgent armies, notably in Central Luzon"
Insurgent,umich-bhl-86354,bioghist,Finding Aid for Dean C. Worcester Papers,"Worcester's rejection of independence for the Philippines, first voiced in an 1899 interview with Dr. Apacible, a Philippine insurgent with whom Worcester met in Hong Kong on his voyage to the Philippines, would never waver.;  In 1913 Worcester resigned his position with the Philippine Commission to become vice-president of the Philippine-American Company.","with Dr. Apacible, a Philippine Insurgent with whom Worcester met in"
Insurrection,umich-bhl-86354,geognames,Finding Aid for Dean C. Worcester Papers,"Mindoro (Philippines); Palawan (Philippines); Philippines -- History -- 1898-1946.; Philippines -- History -- 1898-1946.; Philippines -- History -- Insurrection, 1899-1901.","1898-1946.; Philippines -- History -- Insurrection , 1899-1901."
Insurrection,umich-bhl-86154,bioghist,"Finding aid for John A. Bobb Camp No. 45 (United Spanish War Veterans) records, 1919-1954","The United Spanish War Veterans Organization is open to veterans of three wars: the Spanish-American War, the Philippine Insurrection, and the Boxer Rebellion.","the Spanish-American War, the Philippine Insurrection , and the Boxer Rebellion."
Moros,umich-bhl-2011165,scopecontent,"Finding aid for Joseph Ralston Hayden Papers, 1899-1945 [microfilm]",Many of the files relate to the Moros and to Mindanao and Sulu.,the files relate to the Moros and to Mindanao and Sulu.
Native,umich-bhl-2011132,bioghist,"Finding aid for Richard Schneidewind papers, 1899-1914","Richard Schneidewind was a native and resident of Detroit, Mich.","Richard Schneidewind was a Native and resident of Detroit, Mich."
Native,umich-bhl-93291,bioghist,"Finding aid for Fred E. Benz motion picture collection, 1929-1950","In 1911, Fred Benz, an Ann Arbor, Michigan native, joined his brothers Victor and Albert in their agricultural implements and feed business called Benz Brothers.","Benz, an Ann Arbor, Michigan Native , joined his brothers Victor"
Native,umich-bhl-8868,bioghist,"Finding aid for Blanchard Family Papers, ca. 1835-ca. 2000","Edward Proctor, the pater familias, had settled in Franklin, Michigan (near Detroit) during the 1830s but returned to his native Massachusetts following the death of his first wife and a child in 1841.",1830s but returned to his Native Massachusetts following the death of
Native,umich-bhl-91421,scopecontent,"Finding aid for Walter W. Marquardt Papers, 1896-1952","The slides include views of Philippine people, buildings, and scenery, especially of native tribes, and slides of Marquardt and other American officials in the Philippines.","buildings, and scenery, especially of Native tribes, and slides of Marquardt"
Native,umich-bhl-2018019,abstract,Finding aid for the Barbara Bassett McIver papers,"native, Barbara Bassett McIver was part of the second cohort of Peace Corps volunteers and part of the first Peace Corps group to go to the Philippines.","Native , Barbara Bassett McIver was"
Native,umich-bhl-2015052,abstract,Finding aid for Edmond DeVine papers,"Edmond Francis DeVine was a lawyer and an Ann Arbor, Michigan native who served as Prosecuting Attorney for Washtenaw County in the 1950s and was a World War II veteran.","and an Ann Arbor, Michigan Native who served as Prosecuting Attorney"
Native,umich-bhl-2019013,bioghist,"Finding aid for the Harold Dunbar Corbusier papers, 1883-1979","Corbusier, a Michigan native (1875-1964).","Corbusier, a Michigan Native (1875-1964)."
Native,umich-bhl-2014031,scopecontent,"Finding aid for Ethnic and Cultural Communities of Michigan Web Archive, 2010-2014","Access to all websites archived by the Bentley Historical Library is available at: https://archive-it.org/organizations/934.;  Web Archives include websites of African American, Arab American, Native American, Asian American and other ethnic communities and organizations who call the state of Michigan home.","of African American, Arab American, Native American, Asian American and other"
Native,umich-bhl-851981,bioghist,"Finding aid for Interlochen Center for The Arts Records, 1927-2005","Then, he learned conducting as head of the orchestra in his native Wellington (Kansas).",of the orchestra in his Native Wellington (Kansas).
Native,umich-bhl-2012143,bioghist,"Finding aid for Netzorg Family Papers, late 1880s-2012","Morton was a Michigan native and a University of Michigan graduate (Literature, 1910).",Morton was a Michigan Native and a University of Michigan
Native,umich-bhl-85419,bioghist,"Finding aid for Owen A. Tomlinson papers, 1899-1920","; Second Lieutenant Maximo Meimban was a Filipino officer and a Pampanga Province native, who served in the constabulary.","officer and a Pampanga Province Native , who served in the"
Native,umich-bhl-2012140,bioghist,"Finding aid for Department of Afroamerican and African Studies (University of Michigan) records, 1966-2010 (bulk 1970-1994)","FSACC records concern activism during the 1980s and early 1990s, especially the construction of an ""anti-apartheid shanty"" on the University of Michigan Diag and a petition to grant Nelson Mandela an honorary degree.;  The Students of Color Coalition (SCC), another campus-based group, formed to protest the mocking use of Native American names, images and regalia by a semi-secret student honor society called Michigamua.","protest the mocking use of Native American names, images and regalia"
Native,umich-bhl-0375,bioghist,"Finding Aid for Museum of Anthropological Archaeology (University of Michigan) Records, 1894-2011","The Ethnobotanical Laboratory, a center for the identification and interpretation of plant materials utilized by Native Americans, was established within this division in 1938.","of plant materials utilized by Native Americans, was established within this"
Native,umich-bhl-85842,bioghist,"Finding aid for Eleanor M. Bumgardner papers, 1919-1967","""Lady"" Bumgardner, a Detroit native, worked as private secretary for Frank Murphy from 1933 until his death in 1949.","""Lady"" Bumgardner, a Detroit Native , worked as private secretary"
Native,umich-bhl-85831,bioghist,Finding Aid for Joseph Beal Steere Papers,"He was especially interested in native dialects, and he compiled phonetic studies of several different languages.;  His work in the Philippines was particularly notable.","He was especially interested in Native dialects, and he compiled phonetic"
Non-Christian,umich-bhl-85532,abstract,Finding Aid for John C. Early Papers,"Teacher and administrator in the Philippines, governor of the Mountain Province, 1923-1930, later advisor to the Governor General on non-Christian affairs; correspondence, reminiscences, speeches, articles, and photographs.","to the Governor General on Non-Christian affairs; correspondence, reminiscences, speeches, articles,"
Non-Christian,umich-bhl-85532,bioghist,Finding Aid for John C. Early Papers,"He was governor of the Mountain Province, 1923-1930, then later advisor to the governor general on non-Christian affairs.",to the governor general on Non-Christian affairs.
Philippine Islands,umich-bhl-86354,scopecontent,Finding Aid for Dean C. Worcester Papers,"Worcester papers filed at the Bentley Historical Library consist of correspondence, subject files, newspaper clippings, publications, and photographs pertaining to his activities in the Philippine Islands.",to his activities in the Philippine Islands .
Philippine Islands,umich-bhl-86102,scopecontent,"Finding aid for Theodore Hawley Tapping papers, 1909-1916 and 1937-1961","Hawley Tapping collection includes material documenting his student days at the University of Michigan and University of Iowa, the Acacia fraternity and his work as consultant to f University in the Philippine Islands and service to the University of Michigan Alumni Association.",to f University in the Philippine Islands and service to the University
Philippine Islands,umich-bhl-88482,bioghist,Finding aid for Elias Finley Johnson student notebook,"He served as a judge, CFI of Pangasinan, 1901 and as associate judge on the Supreme Court of Philippine Islands, 1903-1933.","on the Supreme Court of Philippine Islands , 1903-1933."
Philippine Islands,umich-bhl-2011165,bioghist,"Finding aid for Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","Following the war, Hayden returned to the University of Michigan.;  Hayden was a recognized authority on the Philippine Islands.",a recognized authority on the Philippine Islands .
Philippine Islands,umich-bhl-8955,scopecontent,Finding aid for the Morton J. Netzorg papers.,"Netzorg's 1980-1982 National Endowment for Humanities (NEH) research study of children's literature in the Philippine Islands and includes research material, or  annotated copies of children's literature works (or copies of portions of works) that Netzorg studied; Netzorg's 1980 NEH research proposal, which includes the curriculum vitaes of both Netzorg (the project's Principal Investigator) and Karl L.","of children's literature in the Philippine Islands and includes research material, or"
Philippine Islands,umich-bhl-90161,scopecontent,"Finding aid for Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)","The Education and Teaching file includes Behner's teaching certificates (1893-1895), his university papers from North Central College, his students' papers from the Philippine Islands, and some papers from Xenia Seminary School.","his students' papers from the Philippine Islands , and some papers from"
Philippine Islands,umich-bhl-90161,bioghist,"Finding aid for Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)","Upon graduation he entered into service with the United States Government as Inspector of Schools in the Philippine Islands, and worked there from 1901 to 1905.","Inspector of Schools in the Philippine Islands , and worked there from"
Philippine Islands,umich-bhl-851718,scopecontent,"Finding aid for Victor Hugo Lane Papers, 1897-1929","The Victor Hugo Lane papers include correspondence relating to his law school activities, his interest in the Presbyterian churches of Adrian and Ann Arbor, the University Student Religious Association, the Young Men's Christian Association, the Western Intercollegiate Conference, the Michigan Law Review, and the Uncle Sam Macaroni Co. of Tecumseh; also letter from Gustavus Ohlinger on the Philippine Islands, June 1, 1903;  The papers are organized in to five series; Correspondence, 1898-1929; Intercollegiate Conference Athletic Association; First Presbyterian Church (Ann Arbor, Mich.); and Visual Materials.;  The Intercollegiate Conference Athletic Association series consists of correspondence, 1906-1907, from Lane's term as Michigan's faculty representative to the conference.","from Gustavus Ohlinger on the Philippine Islands , June 1, 1903; The"
Philippine Islands,umich-bhl-86227,abstract,"Finding aid for Taylor family papers, 1827-1908","Papers of Barton Stout Taylor, Methodist clergyman; diaries of his wife, Elizabeth Gurney Taylor, detailing her everyday activities; papers of Ralph Wendell Taylor, alumnus of University of Michigan and teacher in the Philippine Islands, 1901-1908; and other family materials.","Michigan and teacher in the Philippine Islands , 1901-1908; and other family"
Philippine Islands,umich-bhl-90180,scopecontent,Finding Aid for Theodore H. Hubbell Papers,"Steere's expedition to the Philippine Islands, and visual images of turn of the century Michigan and the University of Michigan.","Steere's expedition to the Philippine Islands , and visual images of"
Philippine Islands,umich-bhl-90180,bioghist,Finding Aid for Theodore H. Hubbell Papers,The family spent the years 1907 to 1913 in the Philippine Islands where Clarence worked as civil engineer for Manila and where Theodore first developed his interests in natural history and entomology.,1907 to 1913 in the Philippine Islands where Clarence worked as civil
Philippine Islands,umich-bhl-90180,abstract,Finding Aid for Theodore H. Hubbell Papers,"Hubbell's service as engineer in the Philippine Islands, 1909-1911; also personal photograph series, including various residences of Hubbell, his scientific field trips to Tennessee, Florida, and the Philippines, and postcard views of Michigan communities.","service as engineer in the Philippine Islands , 1909-1911; also personal photograph"
Philippine Islands,umich-bhl-851677,scopecontent,Finding Aid for James A. LeRoy Papers,"The materials have been groups into four series: Biographical/Personal, Philippine Islands, Durango, Mexico, and Scrapbooks.","groups into four series: Biographical/Personal, Philippine Islands , Durango, Mexico, and Scrapbooks."
Philippine Islands,umich-bhl-91421,bioghist,"Finding aid for Walter W. Marquardt Papers, 1896-1952",Walter Marquardt (1878-1962) arrived in the Philippine Islands as a teacher in 1909.,Marquardt (1878-1962) arrived in the Philippine Islands as a teacher in 1909.
Philippine Islands,umich-bhl-851643,scopecontent,Finding Aid for Joseph Ralston Hayden Papers,"As vice governor of the Philippine Islands during the 1930s, and later as advisor on Philippine affairs to General Douglas MacArthur during World War II, Joseph R.","As vice governor of the Philippine Islands during the 1930s, and later"
Philippine Islands,umich-bhl-90161,abstract,"Finding aid for Frederick G. Behner papers, 1893-1924 (bulk 1896-1908)","Teacher, Inspector of Schools in the Philippine Islands (1901-1905), and Presbyterian clergyman.","Inspector of Schools in the Philippine Islands (1901-1905), and Presbyterian clergyman."
Philippine Islands,umich-bhl-87209,scopecontent,Finding Aid for Gerald R. Ford School of Public Policy (University of Michigan) Records,"Records include correspondence, minutes, historical materials and topical files concerning the Institute, its Lansing Office, its programs in the Republic of China and documented the Philippine Islands, and the Michigan Constitutional Convention of 1961- 1962.","of China and documented the Philippine Islands , and the Michigan Constitutional"
Philippine Islands,umich-bhl-851643,bioghist,Finding Aid for Joseph Ralston Hayden Papers,"Following the war, Hayden returned to the University of Michigan.;  Hayden was a recognized authority on the Philippine Islands.",a recognized authority on the Philippine Islands .
Philippine Islands,umich-bhl-8674,bioghist,"Finding aid for George Owen Squier Papers, 1883-1934",He next superintended the construction of telegraph lines in the Philippine Islands.,of telegraph lines in the Philippine Islands .
Philippine Islands,umich-bhl-86354,bioghist,Finding Aid for Dean C. Worcester Papers,"During a six week period, July 10 to September 1, 1898, Worcester wrote a very successful book The Philippine Islands and Their People, based on the letters he had written home during his scientific expeditions.","a very successful book The Philippine Islands and Their People, based on"
Philippine Islands,umich-bhl-2011165,scopecontent,"Finding aid for Joseph Ralston Hayden Papers, 1899-1945 [microfilm]","As vice governor of the Philippine Islands during the 1930s, and later as advisor on Philippine affairs to General Douglas MacArthur during World War II, Joseph R.","As vice governor of the Philippine Islands during the 1930s, and later"
Philippine Islands,umich-bhl-85532,bioghist,Finding Aid for John C. Early Papers,Early was a teacher and administrator in the Philippine Islands.,teacher and administrator in the Philippine Islands .
Philippine Islands,umich-bhl-86484,abstract,"Finding aid for George Murphy papers, 1911-1961","Judge of the Recorder's Court in Detroit and Frank Murphy's brother; contain correspondence, legal briefs, newspaper clippings, and other materials concerning Detroit politics, 1935-1961, the grand jury investigation of Detroit street railways, 1936, arbitration of labor disputes, 1936-1941, investigation of the Charles Street housing project, 1939-1940, as well as materials illuminating the careers and personal affairs of both George and Frank Murphy, especially in relation to Detroit and the Philippine Islands.",relation to Detroit and the Philippine Islands .
Philippine Islands,umich-bhl-854,scopecontent,"Finding aid for Arthur E. Armstrong papers, 1911-1938","The Armstrong collection also contains a large number of stereoptic card views of China, the St. Louis World's Fair, Port Arthur, the Philippine Islands, and Japan.","World's Fair, Port Arthur, the Philippine Islands , and Japan."
Philippine Islands,umich-bhl-85312,abstract,"Finding aid for Edward W. Mill papers, 1930-1977","Academic files, correspondence, papers relating to his work and interest in the Philippine Islands and Indonesia, topical files concerning his various academic interests, and photographs.","work and interest in the Philippine Islands and Indonesia, topical files concerning"
Philippine Islands,umich-bhl-86227,scopecontent,"Finding aid for Taylor family papers, 1827-1908","The Taylor family papers consist of correspondence Barton Stout Taylor, Methodist clergyman; diaries of his wife, Elizabeth Gurney Taylor, detailing her everyday activities; papers of Ralph Wendell Taylor, alumnus of University of Michigan and teacher in the Philippine Islands, 1901-1908; and other family materials.","Michigan and teacher in the Philippine Islands , 1901-1908; and other family"
